Date Made Public,Company,City,State,Type of breach,Type of organization,Total Records,Description of incident,Information Source,Source URL,Year of Breach,Latitude,Longitude
22-Dec-05, Ford Motor Co. ,Dearborn,Michigan,STAT,BSO,"70,000","A computer containing names and 
            Social Security numbers of current and former employees was stolen.  Ford alerted those who were affected and offered to pay for their credit monitoring services.",Dataloss DB,,2005,42.32226,-83.176315
15-Mar-08,Starling Insurance and Associates,Colorado Springs,Colorado,PHYS,BSF,0,"A server stolen from the locked offices contained names, addresses and Social Security numbers, dates of birth, driver's license numbers and/or account information for an unspecified number of customers.",Media,,2008,38.833882,-104.821363
21-Jan-09,"First Interstate Mortgage Corporation (FIM),  Nevada One Corporation (Nevada One)",,Nevada,PHYS,BSF,0,"These mortgage brokers have discarding consumers' tax returns, credit reports, and other sensitive personal and financial information in an unsecured dumpster in December of 2006. Approximately 40 boxes containing consumer records were found in a publicly-accessible dumpster. The records included tax returns, mortgage applications, bank statements, photocopies of credit cards, drivers' licenses, and at least 230 credit reports. The defendant, who has owned numerous companies that handle sensitive consumer information, kept the documents in an insecure manner in his garage before improperly disposing of them.UPDATE (1/20/10): The mortgage broker paid a $35,000 civil penalty to settle FTC charges. The mortgage broker will also have to hire an independent security professional to review the security process every year for 10 years. ",NAID,,2009,38.80261,-116.419389
12-Jan-10,SouthTrust,Bossier,Louisiana,PHYS,BSF,0,"The financial planning company left sensitive retirement information in a publicly accessible dumpster.  The information included account ID numbers, personal addresses, and Social Security numbers. Information about people living in Shreveport, Haughton, Minden, Monroe, Farmerville, Eros and Downsville, Louisiana was found.  Information from people living in Orange, Port Neches, Vidor and Deweyville, Texas was also found.",NAID,,2010,32.755132,-93.662324
9-Apr-10,Charles Schwab,Albany,New York,HACK,BSF,0,"A Russian national was sentenced to 37 months in prison for hacking into victims' brokerage accounts at Charles Schwab, laundering more than $246,000 and sending a portion back to co-conspirators in Russia. The man also sold approximately 180 stolen credit card numbers to a cooperating witness and directed that they be fabricated into credit cards. According to the indictment, from approximately September 2006 through December 2007 two men participated in a scheme to steal funds from bank and brokerage accounts by hacking into those accounts through the Internet, using personal financial information obtained through a Trojan computer viruses and then laundering the stolen proceeds.",Dataloss DB,,2010,42.652579,-73.756232
22-Apr-10,JE Systems Inc.,Fort Smith,Arkansas,HACK,BSF,0,"The company in Arkansas lost more than $110,000 this month when hackers stole the firm’s online banking credentials and drained its payroll account. On Wednesday, Apr. 7, Ft. Smith based JE Systems Inc. received a call from its bank stating that the company needed to move more money into its payroll account. Over the course of two days, someone had approved two batches of payroll payments — one for $45,000 and another for $67,000. A few days later, the First National Bank of Fort Smith sent JE Systems a letter saying the bank would not be responsible for the loss. It was their internet address that was used to process the payments, and their online banking user name and password.",Dataloss DB,,2010,35.385924,-94.398548
23-Apr-10,ESB Financial,Ellwood City,Pennsylvania,DISC,BSF,"3,097","ESB Financial officials announced that a data backup seven years ago had inadvertently been sent to an unauthorized storage source. Only checking and money-market account information was backed up to the incorrect outside data-storage company. A total of 3,097 customers could have been affected by the backup. Names, addresses, account numbers and, in some cases, Social Security numbers, would have been available to someone who found them on the Internet. However, the jumble of numbers would not have been easily recognizable and ESB was not identified as the source of the information.",Dataloss DB,,2010,40.86173,-80.286452
23-Apr-10,Blippy.com,Palo Alto,California,DISC,BSO,0,Blippy is a social Web service that lets users share with the world all their credit card transactions. One big problem though: Blippy appears to have inadvertently published some of its users' credit card numbers. Google search resulted in viewing of some of the credit card numbers.,Dataloss DB,,2010,37.441883,-122.14302
11-Aug-09,Bank of America Corp. ,Charlotte,North Carolina,CARD,BSF,0,"Charlotte-based BofA (NYSE:BAC) 
            and Citigroup (NYSE:C) each recently issued replacement cards to consumers, 
            telling them that their account numbers may have been compromised. 
            Account information from certain Bank of America debit cards may have 
            been compromised at an undisclosed third-party location. Bank officials 
            are not certain if this is a new breach or a previously disclosed 
            one.",Media,,2009,35.227087,-80.843127
26-Mar-10,Educational Credit Management Corporation,ST. Paul,Minnesota,PORT,BSF,"3,300,000","ECMC, a guarantor of federal student loans, said that a theft has occurred from its headquarters involving portable media with personally identifiable information. The data was in two stolen safes and contained information on approximately 3.3 million individuals and included names, addresses, dates of birth and Social Security numbers. No bank account or other financial account information was included in the data. UPDATE (4/16/10): The information was recovered shortly after the theft and discovered weeks later in a police evidence room.",Dataloss DB,,2010,44.94441,-93.093274
7-May-10,FHG Finance,Pleasant Hill,California,DISC,BSF,300,"The financial and personal details of about 300 property loan applicants were compromised when confidential documents were mistakenly tossed into an outdoor waste bin. The documents, which contained bank account and Social Security numbers, were found by employees at a neighboring store, who alerted FHG. The company padlocked the trash bin until the documents could be shredded.",Dataloss DB,,2010,37.947979,-122.060796
